interval_seconds,ycsb_ops,kmeans_ops,bank_ops,total_ops_interval,cpu_utilization,memory_utilization,core_count,threads_per_core,evict_threshold,cache_hit,sst_count,total_ops_cumulative,request_total,memory_utilization_normalized
5,0,400,0,396,29.0,85.81,12,1,386000,28970661,0,244845,400,1.0
5,0,400,0,361,29.54,86.44,12,1,386000,29194077,0,246650,400,1.0
5,0,396,0,372,28.85,85.86,12,1,386000,29413692,0,248514,396,1.0
5,0,400,0,382,29.01,85.97,12,1,386000,29638690,0,250425,400,1.0
5,0,396,0,352,29.46,85.99,12,1,386000,29857160,0,252187,396,1.0
5,0,400,0,369,27.3,85.89,13,1,386000,30081831,0,254037,400,1.0
5,0,400,0,388,26.72,85.94,13,1,386000,30309230,0,255976,400,1.0
5,0,396,0,359,27.23,85.91,13,1,386000,30528552,0,257775,396,1.0
5,0,400,0,339,27.26,85.92,13,1,386000,30748423,0,259471,400,1.0
5,0,396,0,398,27.13,85.87,13,1,386000,30976867,0,261461,396,1.0
5,0,400,0,383,26.81,85.84,13,1,386000,31201061,0,263380,400,1.0
5,0,396,0,365,26.59,85.84,13,1,386000,31423405,0,265205,396,1.0
5,0,400,0,359,26.97,85.79,13,1,386000,31647997,0,267003,400,1.0
5,0,396,0,403,27.28,85.79,13,1,386000,31875722,0,269018,396,1.0
5,0,400,0,385,26.86,85.9,13,1,386000,32097325,0,270943,400,1.0
5,0,400,0,385,26.07,85.92,13,1,386000,32320337,0,272868,400,1.0
5,0,396,0,358,27.26,85.89,13,1,386000,32543251,0,274664,396,1.0
5,0,400,0,397,25.04,85.92,14,1,386000,32774774,0,276648,400,1.0
5,0,396,0,369,24.59,85.93,14,1,386000,32995448,0,278493,396,1.0
5,0,400,0,332,24.68,86.03,14,1,386000,33212757,0,280156,400,1.0
5,0,396,0,377,24.72,86.11,14,1,386000,33434316,0,282041,396,1.0
5,0,400,0,376,24.82,86.06,14,1,386000,33662395,0,283925,400,1.0
5,0,396,0,381,24.86,86.08,14,1,386000,33883666,0,285834,396,1.0
5,0,400,0,352,24.83,86.04,14,1,386000,34112426,0,287595,400,1.0
5,0,396,0,366,24.8,86.01,14,1,386000,34334796,0,289429,396,1.0
5,0,400,0,369,24.92,86.13,14,1,386000,34559889,0,291276,400,1.0
5,0,396,0,379,24.87,85.99,14,1,386000,34784061,0,293171,396,1.0
5,0,400,0,398,24.8,86.12,14,1,386000,35009121,0,295161,400,1.0
5,0,400,0,378,25.1,86.19,14,1,386000,35234601,0,297053,400,1.0
5,0,396,0,374,22.86,86.16,15,1,386000,35461009,0,298925,396,1.0
5,0,400,0,391,23.34,86.09,15,1,386000,35687170,0,300884,400,1.0
5,0,396,0,358,23.48,86.0,15,1,386000,35909618,0,302676,396,1.0
5,0,400,0,392,22.69,86.08,15,1,386000,36136778,0,304637,400,1.0
5,0,396,0,380,23.36,86.04,15,1,386000,36361615,0,306541,396,1.0
5,0,400,0,368,23.31,86.01,15,1,386000,36586776,0,308383,400,1.0
5,0,396,0,365,22.99,86.05,15,1,386000,36808793,0,310208,396,1.0
5,0,400,0,335,23.21,86.16,15,1,386000,37021891,0,311885,400,1.0
5,0,396,0,383,23.26,86.11,15,1,386000,37246246,0,313800,396,1.0
5,0,400,0,401,23.28,86.16,15,1,386000,37475288,0,315805,400,1.0
5,0,396,0,358,23.22,86.06,15,1,386000,37695163,0,317596,396,1.0
5,0,400,0,379,23.39,86.11,15,1,386000,37921063,0,319493,400,1.0
5,0,396,0,357,21.71,86.08,16,1,386000,38139305,0,321281,396,1.0
5,0,400,0,377,22.27,86.21,16,1,386000,38361338,0,323166,400,1.0
5,0,396,0,403,21.78,86.11,16,1,386000,38590752,0,325186,396,1.0
5,0,400,0,377,22.05,86.14,16,1,386000,38814173,0,327072,400,1.0
5,0,396,0,395,21.97,86.12,16,1,386000,39040013,0,329051,396,1.0
5,0,400,0,397,22.58,86.09,16,1,386000,39267593,0,331036,400,1.0
5,0,396,0,387,22.17,86.03,16,1,386000,39493241,0,332975,396,1.0
5,0,400,0,358,21.81,86.12,16,1,386000,39714368,0,334765,400,1.0
5,0,396,0,360,21.95,86.21,16,1,386000,39929194,0,336566,396,1.0
5,0,400,0,355,22.27,86.17,16,1,386000,40149616,0,338345,400,1.0
5,0,396,0,368,21.6,86.13,16,1,386000,40370220,0,340185,396,1.0
5,0,400,0,398,22.3,86.14,16,1,386000,40599042,0,342178,400,1.0
5,0,396,0,365,20.86,86.04,17,1,386000,40820118,0,344005,396,1.0
5,0,400,0,368,21.83,85.98,17,1,386000,41044290,0,345846,400,1.0
5,0,396,0,359,22.18,85.98,17,1,386000,41267124,0,347645,396,1.0
